0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.418370662400003201e+00,-2.363951104000000303e+00,-2.418370662399998761e+00,-2.363951104000000303e+00,-2.273251840000003909e+00,-1.136395110399999986e+01
-1.870144000000001805e+00,-1.450240000000003970e+00,-1.870144000000001805e+00,-1.450240000000003970e+00,-7.504000000000028425e-01,-1.045023999999999198e+01
-2.363951104000000303e+00,-2.273251839999999913e+00,-2.363951104000000303e+00,-2.273251839999999913e+00,-2.122086400000004147e+00,-1.127325183999999503e+01
-2.496191501624930087e+00,-2.497517228697233360e+00,-2.496191501624930087e+00,-2.497425020385008132e+00,-1.055023369762071006e+01,-1.122252225069949638e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.496191501624930087e+00,-2.497602735257498097e+00,-2.496191501624930087e+00,-2.497316483252136177e+00,-1.103113602149366557e+01,-1.112690215865249677e+01
-2.482368063078398190e+00,-2.487519058672067462e+00,-2.482368063078398190e+00,-2.487462475030923326e+00,-1.126943395524414981e+01,-8.475923661718935520e+00
-2.273251840000003909e+00,-2.357610243434399067e+00,-2.405708647223237850e+00,-2.362155373561196647e+00,-1.060370206326853193e+01,-1.067594252905715990e+01
-2.470613438464000833e+00,-2.479958918280371627e+00,-2.487539160682495254e+00,-2.479631482457751002e+00,-1.091580077844758456e+01,-1.084544608528173981e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.451022397440002276e+00,-2.468515721399014318e+00,-2.476289505685305148e+00,-2.469154894497152419e+00,-1.124742671054106680e+01,-1.061011485882080052e+01
-2.489420837847039270e+00,-2.492943459024080877e+00,-2.489420837847039270e+00,-2.492551886330282684e+00,-1.054685609213251496e+01,-1.106987165783305471e+01
-2.470613438464000833e+00,-2.478175794656100717e+00,-2.470613438464000833e+00,-2.480395931732356729e+00,-1.060817635961704575e+01,-1.029758983440670228e+01
-2.489420837847039270e+00,-2.492288054666890407e+00,-2.489420837847039270e+00,-2.492778101127824275e+00,-9.507334273044277140e+00,-1.052855450290296346e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.599999999999993427e+00,1.099999999999999112e+01,5.599999999999993427e+00,1.099999999999999112e+01,1.999999999999992228e+00,1.999999999999998934e+01
-2.122086400000004147e+00,-2.273251839999999913e+00,-2.122086400000004147e+00,-2.273251839999999913e+00,-1.127325183999999503e+01,-2.363951104000000303e+00
4.159999999999973719e-01,-7.504000000000028425e-01,-1.450240000000003970e+00,-7.504000000000028425e-01,-9.750399999999993739e+00,-1.450240000000001972e+00
-1.870144000000003803e+00,-2.122086400000000150e+00,-1.870144000000003803e+00,-2.122086400000000150e+00,-1.112208639999999882e+01,-2.273251839999999913e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.451022397439997835e+00,-2.418370662399998761e+00,-2.418370662399991211e+00,-2.363951104000000303e+00,-1.141837066239750342e+01,-1.141837066239991394e+01
-2.089940617702991332e+00,-1.872450768187477355e+00,-1.873899470145350632e+00,-1.450240000000003970e+00,-1.045291585604992335e+01,-1.072357047925178009e+01
-2.409165397600381286e+00,-2.358549730125138133e+00,-2.360315554600078691e+00,-2.273251840000003909e+00,-1.112494332227469584e+01,-1.087056484189873906e+01
-2.493652502708222141e+00,-2.495728668476071554e+00,-2.495897466486983518e+00,-2.497039196071722866e+00,-1.133614534686465625e+01,-1.054258866649087345e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.493652502708222141e+00,-2.496034872799897997e+00,-2.495927644761314124e+00,-2.497549727142358122e+00,-1.122815295944005420e+01,-1.070563716026242496e+01
-2.470613438464000833e+00,-2.480403969815604626e+00,-2.481523656634448294e+00,-2.487892117292068495e+00,-1.091834836821394461e+01,-1.069978347258424911e+01
-2.363951104000000303e+00,-2.405327466190814611e+00,-2.402361324354941985e+00,-2.363951104000000303e+00,-1.046180143202759183e+01,-9.463130614049580558e+00
-2.482368063078398190e+00,-2.487713308196013440e+00,-2.488254102143480750e+00,-2.482368063078398190e+00,-9.490030150920201635e+00,-1.086243282453556347e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.470613438464000833e+00,-2.479958281292726330e+00,-2.479031601375345506e+00,-2.470613438464000833e+00,-1.097904079923285536e+01,-1.070553843713335240e+01
-2.482368063078398190e+00,-2.488690038000493043e+00,-2.488879794021707337e+00,-2.492841004826428453e+00,-1.107489679658226045e+01,-1.098153840932945080e+01
-2.451022397440002276e+00,-2.467557585149717791e+00,-2.468571591333798221e+00,-2.478016924541789567e+00,-1.077646970998804221e+01,-1.002048770105908204e+01
-2.482368063078398190e+00,-2.487709878279833919e+00,-2.488416425254552422e+00,-2.490977328967978188e+00,-1.070174072044003033e+01,-1.111988465816248706e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.359999037409715061e+00,5.599997471643907154e+00,5.599996133008815491e+00,1.099999999999999112e+01,-3.399995548437217074e+00,-3.399998772682609527e+00
-1.870144000000003803e+00,-2.048841588699697791e+00,-2.084636016774405576e+00,-2.065402102237457349e+00,-9.012291783991397409e+00,-7.906974987568262669e+00
-1.007888570041741039e+00,-1.374163743799495352e+00,-1.398960996558067826e+00,-7.504000000000028425e-01,-3.573145600691910673e+00,-7.156957620842085532e+00
-1.450240000000003970e+00,-1.868125212048967976e+00,-1.871254169154351610e+00,-2.059064247114355428e+00,-9.365326160371932218e+00,-8.352215200258516603e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.489420837847039270e+00,-2.492657994613070471e+00,-2.495419230896737783e+00,-2.493349609069311690e+00,-1.133397226255540602e+01,-1.108579686712130297e+01
